jobs,interface,Num_intf_residues,Polar,Hydrophobhic,Charged,contact_pairs,sc,hb,sb,int_solv_en,int_area,pi_score,pdb,pvalue,iptm_ptm,iptm,mpDockQ/pDockQ,file_source,label,pred,model_1_multimer_v3_pred_0,model_2_multimer_v3_pred_0,model_3_multimer_v3_pred_0,model_4_multimer_v3_pred_0,model_5_multimer_v3_pred_0
4C2A_1_and_4C2A_2,C_B,17.0,0.353,0.353,0.235,20.0,0.621,12.0,4.0,2.0,1017.91,1.17,,,0.839420309114606,0.833741,0.408981697182788,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.839420309114606,0.7754912829148479,0.7646082600288402,0.7259939865924777,0.6784277597345197
4M69_1_and_4M69_2,C_B,26.0,0.231,0.423,0.231,24.0,0.495,11.0,5.0,-6.4,1369.3,-0.3,,,0.8411619500796623,0.8335639,0.3621139002263289,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.8411619500796623,0.8384375537672656,0.8331415560792458,0.828631086889637,0.8085402414674251
4JS0_1_and_4JS0_2,C_B,38.0,0.158,0.474,0.158,53.0,0.637,15.0,1.0,-20.23,1359.26,2.45,,,0.8531485172591566,0.83312416,0.6109437390898669,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8531485172591566,0.8408430432901062,0.8402670438996014,0.8334502913750117,0.8205304021406997
4D0G_1_and_4D0G_2,C_B,16.0,0.125,0.563,0.188,17.0,0.688,7.0,3.0,-8.58,793.63,1.72,,,0.8405235308899259,0.8331144,0.3274620971444019,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8405235308899259,0.8259001392861932,0.8161211539660634,0.7920517920035022,0.39238520991983217
4R90_1_and_4R90_2,C_B,46.0,0.283,0.413,0.152,32.0,0.575,8.0,5.0,-26.85,1940.38,1.74,,,0.8331436035702565,0.8318516,0.6679691786525964,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8331436035702565,0.8000956454401473,0.7896814471380522,0.7878851114194427,0.7755931368669239
3UBU_1_and_3UBU_2,C_B,62.0,0.468,0.355,0.145,75.0,0.661,22.0,2.0,-21.52,1926.44,1.5,,,0.8107952722954869,0.8317801,0.5622993008864029,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8107952722954869,0.7651499179961683,0.46996950190656694,0.30770041048675517,0.27891191524906095
3TKL_1_and_3TKL_2,C_B,17.0,0.412,0.294,0.235,12.0,0.612,9.0,5.0,-9.86,1278.12,1.59,,,0.8275162712058552,0.8317702,0.4118236341247803,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8275162712058552,0.8231970035535568,0.8155254670723893,0.8152650402538385,0.8079327541986128
4YH8_1_and_4YH8_2,C_B,47.0,0.234,0.426,0.234,49.0,0.804,11.0,14.0,-24.39,1801.02,2.21,,,0.8335453334682741,0.8312187,0.6639932280355456,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8335453334682741,0.8319686771990011,0.8300780290036414,0.8286949532807326,0.8271920931872571
4B18_1_and_4B18_2,C_B,24.0,0.375,0.125,0.333,24.0,0.541,14.0,8.0,6.68,1380.56,0.74,,,0.8444617360632014,0.82936126,0.4587941164781606,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8444617360632014,0.8289577859620428,0.7978091169532835,0.6800508024758887,0.6122347393619288
4OL0_2_and_4OL0_1,C_B,38.0,0.184,0.289,0.342,27.0,0.422,18.0,13.0,5.15,2824.69,-0.37,,,0.8372615145541675,0.8279805,0.5385632679827712,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.8372615145541675,0.821362231671628,0.820830122932336,0.7708992185343237,0.5187415652231541
4UEM_1_and_4UEM_2,C_B,45.0,0.244,0.489,0.2,39.0,0.624,11.0,9.0,-37.75,2707.32,1.76,,,0.8270523741154654,0.8279622,0.5841188815151027,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8270523741154654,0.8229739707659308,0.8200934633838264,0.8178948635680245,0.8132015782083969
4OH8_1_and_4OH8_2,C_B,25.0,0.12,0.72,0.16,18.0,0.769,3.0,8.0,-23.18,1222.12,1.93,,,0.822645973567698,0.8272103,0.5447629807834404,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.822645973567698,0.8192000411435759,0.8186930109153352,0.8136610101543779,0.8127059297588717
4MGZ_1_and_4MGZ_2,C_B,19.0,0.158,0.368,0.263,18.0,0.488,3.0,11.0,-13.34,1164.91,0.93,,,0.8213332526150878,0.826789,0.3814570825729826,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8213332526150878,0.8119568234759019,0.776239739119409,0.7343945275873978,0.6333083975588062
4LKA_1_and_4LKA_2,C_B,28.0,0.179,0.5,0.214,31.0,0.748,11.0,9.0,-3.44,891.38,1.96,,,0.8316868542757113,0.82673466,0.4680886381407352,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8316868542757113,0.8300527738333683,0.8245907796307409,0.8231243214681329,0.8120590878411902
4CI1_1_and_4CI1_2,C_B,46.0,0.326,0.348,0.217,38.0,0.568,19.0,10.0,-21.18,2835.46,1.26,,,0.8287052163854222,0.82592314,0.6535248077681134,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8287052163854222,0.8241358534288155,0.8215586641400523,0.8169812289780581,0.8007551946820978
4CI2_2_and_4CI2_1,C_B,49.0,0.306,0.367,0.204,40.0,0.56,22.0,7.0,-20.25,2842.31,1.03,,,0.8289317662454979,0.825621,0.6573043550248778,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8289317662454979,0.8238133982244179,0.8231361331688375,0.8091352078881868,0.793726101163125
4CI3_1_and_4CI3_2,C_B,42.0,0.333,0.357,0.167,36.0,0.572,22.0,9.0,-20.6,2874.59,1.12,,,0.8270573471878332,0.82429737,0.6476568309806664,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8270573471878332,0.8250419738224612,0.8242095993872965,0.8151294287272581,0.8043835411141363
4LK9_1_and_4LK9_2,C_B,28.0,0.179,0.5,0.214,31.0,0.761,11.0,9.0,-3.52,893.55,2.02,,,0.8292807115382439,0.82349163,0.4660190596644673,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8292807115382439,0.8252859872793203,0.8206818035915306,0.8131292957490781,0.8051993508329971
4A49_1_and_4A49_2,C_B,14.0,0.143,0.571,0.143,12.0,0.631,6.0,1.0,-8.23,680.44,1.02,,,0.8373590942636813,0.8234678,0.2983572475607481,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8373590942636813,0.8225220912386849,0.8073050347682013,0.8063486356938336,0.7390637984967136
5AZE_1_and_5AZE_2,C_B,49.0,0.286,0.408,0.143,36.0,0.655,10.0,7.0,-21.83,1806.86,2.21,,,0.8240213549353969,0.8233669,0.6815435032959156,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8240213549353969,0.8092490755486228,0.8047159422503828,0.7906419850416132,0.7552229363988845
4JE4_1_and_4JE4_2,C_B,25.0,0.44,0.28,0.08,29.0,0.567,14.0,3.0,-7.19,1034.72,1.02,,,0.8286158798847992,0.8231766,0.4689210477715433,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8286158798847992,0.8133342727934549,0.7946814111386928,0.7769827826237035,0.6744138486306606
4Y5O_1_and_4Y5O_2,C_B,36.0,0.25,0.444,0.222,53.0,0.575,8.0,9.0,-12.03,1350.24,1.65,,,0.7590309736473351,0.8224957,0.4638042631258631,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7590309736473351,0.7545941887776486,0.7541142307439903,0.7239593882268491,0.723329769609284
4GXB_1_and_4GXB_2,C_B,30.0,0.233,0.467,0.167,34.0,0.634,6.0,0.0,-14.34,945.09,2.03,,,0.8269264018371338,0.82153225,0.3947316140265159,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8269264018371338,0.8226269495420356,0.8188910551850478,0.8170569544912976,0.8098916737965702
3W31_1_and_3W31_2,C_B,27.0,0.37,0.222,0.259,24.0,0.449,8.0,6.0,-4.4,1078.81,-1.0,,,0.8248745369369667,0.820992,0.5361547965539875,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.8248745369369667,0.8239723568414179,0.8079140819783096,0.7855099065736602,0.6842994994400473
4RCA_1_and_4RCA_2,C_B,7.0,0.429,0.0,0.286,4.0,0.404,6.0,13.0,4.52,1048.13,0.12,,,0.8106847071955932,0.8205713,0.2812375711987136,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8106847071955932,0.781992178299654,0.772392141818902,0.3838085254242959,0.255384307964656
4AP2_1_and_4AP2_2,C_B,31.0,0.355,0.419,0.097,27.0,0.563,15.0,3.0,-22.44,1749.96,1.59,,,0.8226044184413884,0.8204402,0.509422046777154,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8226044184413884,0.8223961759277193,0.8219559698662325,0.812514436525064,0.8056784394794295
4Y61_1_and_4Y61_2,C_B,9.0,0.0,0.222,0.556,10.0,0.456,6.0,11.0,-1.61,1066.15,-0.66,,,0.8038262116175211,0.8195322,0.3280879083156241,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.8038262116175211,0.7736433256875186,0.7712566277230394,0.722548928378866,0.6692171024322421
4WRM_2_and_4WRM_1,C_B,16.0,0.5,0.25,0.125,15.0,0.587,6.0,9.0,1.77,1047.98,0.93,,,0.8104662669818856,0.8192804,0.286977795748031,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8104662669818856,0.8098467750650755,0.8030079251680045,0.7963439642528738,0.7963008815525855
5A50_1_and_5A50_2,C_B,18.0,0.444,0.444,0.0,13.0,0.519,0.0,2.0,-11.22,823.11,0.15,,,0.8281594939607375,0.81925213,0.2457200974310149,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8281594939607375,0.8054772062147563,0.7596623035090586,0.692440305355372,0.4484529252701184
5C4G_1_and_5C4G_2,C_B,12.0,0.333,0.167,0.417,10.0,0.534,10.0,7.0,-3.65,1077.87,0.06,,,0.8326892888757358,0.8192156,0.3668442429906619,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8326892888757358,0.8252253534876177,0.8246529784887058,0.8148404838503803,0.7344725206451596
4FQ3_1_and_4FQ3_2,C_B,47.0,0.191,0.298,0.298,41.0,0.508,25.0,16.0,-4.78,1946.4,0.38,,,0.8288869015941893,0.8159924,0.5819689707159138,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8288869015941893,0.8269465476287794,0.823752268632544,0.8233690702041164,0.820942022327235
3X37_1_and_3X37_2,C_B,19.0,0.211,0.474,0.263,17.0,0.678,13.0,8.0,-10.09,1292.42,2.19,,,0.8194370196252116,0.8156347,0.5058007869963321,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8194370196252116,0.814750390295382,0.8011964229336876,0.7862556512054218,0.7826085020375078
3TVT_1_and_3TVT_2,C_B,23.0,0.304,0.348,0.261,23.0,0.633,9.0,9.0,-4.27,1172.46,1.48,,,0.8243242052447833,0.815541,0.4698411760001797,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8243242052447833,0.8204258837016785,0.8193078802445295,0.8059463189178928,0.8059253973171845
5BQ7_1_and_5BQ7_2,C_B,47.0,0.277,0.404,0.149,35.0,0.658,10.0,4.0,-21.27,1759.83,2.09,,,0.8059005086780724,0.8151946,0.6841018817696785,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8059005086780724,0.7999367760906672,0.7719510653979718,0.7656463098482705,0.746147068265873
4ZGY_2_and_4ZGY_1,C_B,19.0,0.211,0.579,0.211,15.0,0.382,14.0,5.0,-13.34,1495.43,0.13,,,0.8268299478143255,0.81422246,0.2975972371999308,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8268299478143255,0.8218418557853803,0.7414131163182099,0.7348217622779144,0.579489495282622
5BRK_1_and_5BRK_2,C_B,69.0,0.348,0.319,0.246,85.0,0.577,27.0,10.0,-29.55,2789.9,1.26,,,0.8150854908493128,0.81352836,0.6659233637938295,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8150854908493128,0.8036537043428187,0.7985292201222777,0.7984984363811475,0.7912789687102327
4OD1_1_and_4OD1_2,C_B,42.0,0.286,0.429,0.167,31.0,0.598,12.0,7.0,-21.06,1876.21,1.78,,,0.8117461910468771,0.8133784,0.662406123520162,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8117461910468771,0.8116893318526663,0.807260725807961,0.777927558019746,0.7570772287546191
4C59_1_and_4C59_2,C_B,15.0,0.333,0.4,0.267,11.0,0.62,9.0,7.0,-1.42,568.59,0.82,,,0.8224724211663034,0.81218153,0.2909723887054032,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8224724211663034,0.8209154755151623,0.7504155239304,0.7387875041455041,0.7330509184142051
3UZV_1_and_3UZV_2,C_B,18.0,0.278,0.333,0.222,16.0,0.633,9.0,8.0,2.74,833.19,0.78,,,0.8221490854700094,0.80968726,0.2941533410541014,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8221490854700094,0.8213809821027112,0.7763942209221254,0.5575947456304308,0.34781385856513475
3ZL4_1_and_3ZL4_2,C_B,41.0,0.293,0.39,0.122,31.0,0.559,13.0,4.0,-29.42,2104.28,1.53,,,0.8114835106694245,0.80945224,0.6513380228012735,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8114835106694245,0.7992664987968381,0.7945022759726572,0.7639739692239378,0.7011542940669714
4HCN_1_and_4HCN_2,C_B,34.0,0.265,0.353,0.206,27.0,0.548,6.0,1.0,-11.51,1247.22,0.96,,,0.8239613857355106,0.80885017,0.5306235509417693,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8239613857355106,0.8107785891491177,0.7187898397629746,0.6513527359206592,0.6393729314329647
5C46_1_and_5C46_2,C_B,17.0,0.353,0.235,0.353,15.0,0.501,11.0,3.0,-7.48,1174.16,0.1,,,0.8238318500448947,0.8087977,0.3870599232986145,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8238318500448947,0.8167573558511609,0.8105357340827319,0.8085406959870147,0.8055982048216285
4LQS_1_and_4LQS_2,C_B,50.0,0.34,0.38,0.22,46.0,0.682,17.0,9.0,-24.1,2221.57,2.11,,,0.783687651928352,0.80788624,0.6389475112209698,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.783687651928352,0.7739193630743412,0.7671984124077603,0.7633739421562142,0.7400892895907402
5CHL_2_and_5CHL_1,C_B,37.0,0.297,0.27,0.324,39.0,0.655,22.0,9.0,-6.67,1841.66,1.76,,,0.8098532632936171,0.8064036,0.5952841467136678,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8098532632936171,0.7993026347943278,0.7991749729437603,0.7905022914791204,0.7894991106887227
4UT7_1_and_4UT7_2,C_B,29.0,0.207,0.414,0.172,24.0,0.739,8.0,0.0,-8.91,879.87,2.4,,,0.7983472342856527,0.8060013,0.4273657401468619,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7983472342856527,0.7949966030298439,0.7940684007436462,0.792652315459398,0.7926473218368482
4WJO_1_and_4WJO_2,C_B,16.0,0.25,0.5,0.25,19.0,0.712,6.0,3.0,-1.46,560.21,1.62,,,0.7996535818885533,0.8059255,0.3224638902034719,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7996535818885533,0.7841164928990636,0.7767116037194821,0.7667062143394655,0.6801002215397668
4C5H_1_and_4C5H_2,C_B,31.0,0.226,0.516,0.097,39.0,0.679,9.0,1.0,-12.52,1070.93,2.31,,,0.8026804753485477,0.8057759,0.5756356302502331,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8026804753485477,0.796815838878212,0.7926826105918858,0.786432534420487,0.7755466684112919
4FZE_1_and_4FZE_2,C_B,43.0,0.349,0.395,0.116,31.0,0.606,13.0,8.0,-24.16,1994.98,1.73,,,0.8037412864362907,0.80221486,0.6715588286368607,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8037412864362907,0.8016076212897136,0.776156346603762,0.7468804930210369,0.740048396624256
4DID_1_and_4DID_2,C_B,18.0,0.389,0.444,0.167,15.0,0.517,17.0,4.0,-12.89,1480.95,0.57,,,0.7999050696925509,0.80101085,0.3756956367002342,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7999050696925509,0.7784018486196009,0.36810816936808,0.323615189204311,0.30886268155400554
3U85_1_and_3U85_2,C_B,23.0,0.217,0.435,0.261,23.0,0.629,3.0,4.0,-9.07,841.43,1.67,,,0.8122009607905485,0.80075526,0.3479252271071203,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8122009607905485,0.8119032694163059,0.80991561346223,0.8091235820284597,0.8015228496119875
4ZGN_1_and_4ZGN_2,C_B,39.0,0.359,0.333,0.231,42.0,0.506,9.0,1.0,-14.09,1655.24,0.18,,,0.8004358261298189,0.79935986,0.389961987188677,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8004358261298189,0.7909841769291137,0.7906303444238056,0.7693320207296633,0.6434358012765299
3VVW_1_and_3VVW_2,C_B,13.0,0.077,0.538,0.308,18.0,0.738,9.0,5.0,-1.28,704.49,1.93,,,0.7492499794514962,0.79933405,0.1806941703140927,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7492499794514962,0.7100522114238695,0.7083461835044196,0.6979763165846159,0.691727427368125
4TKP_1_and_4TKP_2,C_B,12.0,0.167,0.5,0.083,10.0,0.651,5.0,3.0,-0.29,585.0,-0.02,,,0.808680051376554,0.7988305,0.2099359118761388,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.808680051376554,0.8039588660659789,0.8020346988439044,0.8017989500198044,0.8013906296122957
3ULY_1_and_3ULY_2,C_B,6.0,0.333,0.333,0.0,6.0,0.768,1.0,2.0,-8.77,557.61,1.84,,,0.8061944068563045,0.7978418,0.2390471913445235,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8061944068563045,0.8055654832548831,0.7882344124955396,0.7797980107005513,0.7670319940790183
4LQP_1_and_4LQP_2,C_B,51.0,0.333,0.353,0.255,46.0,0.691,15.0,10.0,-24.24,2222.4,2.21,,,0.7842960038440673,0.79720867,0.6369493824331615,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7842960038440673,0.7820519848232372,0.7656790119558106,0.7511012830060562,0.748729161252667
3UZQ_1_and_3UZQ_2,C_B,20.0,0.25,0.25,0.35,17.0,0.586,8.0,11.0,2.17,832.93,0.3,,,0.811410539135752,0.79674685,0.2910377038025111,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.811410539135752,0.3523622160490963,0.3433176746508483,0.32253154317911537,0.3108219476344274
4UAE_1_and_4UAE_2,C_B,38.0,0.342,0.289,0.263,34.0,0.514,22.0,8.0,5.28,1995.27,0.84,,,0.8045059466364289,0.7966552,0.3487725124487717,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8045059466364289,0.4965125878111457,0.4636643978992151,0.4552382677673749,0.3976998552941463
4H0X_1_and_4H0X_2,C_B,21.0,0.286,0.333,0.286,22.0,0.553,8.0,3.0,-4.74,709.64,0.67,,,0.8130650313302231,0.79592836,0.3256351159338242,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8130650313302231,0.29087862837133543,0.28963419597768625,0.286796410100312,0.25772406414173626
4XZR_1_and_4XZR_2,C_B,34.0,0.412,0.088,0.382,31.0,0.482,19.0,14.0,7.21,1814.58,0.91,,,0.8185386220825691,0.7945724,0.4803992406284613,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8185386220825691,0.8082401031617219,0.7815922801061637,0.7517946619744452,0.7039534930500035
4QXA_1_and_4QXA_2,C_B,11.0,0.273,0.273,0.273,8.0,0.618,4.0,0.0,-5.61,599.74,1.28,,,0.7989118064682772,0.79428,0.2114958212241788,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7989118064682772,0.7965267815594701,0.78884371376001,0.77549468988012,0.7403952556862055
4Q5U_1_and_4Q5U_2,C_B,26.0,0.038,0.538,0.385,23.0,0.568,5.0,10.0,-25.75,1562.52,2.07,,,0.7977600680515498,0.7920847,0.4602681633112586,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7977600680515498,0.5985353295094282,0.5476285412394711,0.4440830042699328,0.41019576232552313
3V61_1_and_3V61_2,C_B,11.0,0.0,0.636,0.273,14.0,0.495,6.0,3.0,-3.43,548.34,-0.09,,,0.8064450531363055,0.7916324,0.2555545200434574,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.8064450531363055,0.7990396221428482,0.7688373984424978,0.7641866349548762,0.7545762340526637
3SUI_1_and_3SUI_2,C_B,29.0,0.103,0.483,0.31,24.0,0.501,6.0,3.0,-23.56,1474.84,1.68,,,0.7890798269537012,0.7914798,0.4490432803683077,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7890798269537012,0.7461741513901241,0.6836191349730082,0.43322152281159976,0.3591550627518463
4YL8_1_and_4YL8_2,C_B,23.0,0.435,0.304,0.174,28.0,0.797,12.0,1.0,-7.33,772.0,3.28,,,0.807948757952796,0.7908721,0.3244908950697205,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.807948757952796,0.7952474818660423,0.5451105170376682,0.5263810312164869,0.35469130230638163
4UAF_2_and_4UAF_1,C_B,41.0,0.439,0.22,0.268,63.0,0.474,22.0,10.0,-1.53,1860.9,1.11,,,0.7983047657452885,0.7905507,0.4946474593857024,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7983047657452885,0.795637032367724,0.7874385813823674,0.7635643929994712,0.35317790558370715
4U7Y_1_and_4U7Y_2,C_B,8.0,0.25,0.625,0.125,4.0,0.671,5.0,5.0,-10.82,850.26,1.21,,,0.7952064573364036,0.79043674,0.2713068838911672,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7952064573364036,0.7910499792372286,0.7841272568689528,0.7621751879728462,0.7561703081873583
3ZL7_1_and_3ZL7_2,C_B,38.0,0.289,0.368,0.132,46.0,0.483,7.0,4.0,-12.14,1298.62,0.31,,,0.8109941557891998,0.7886406,0.3245010766816372,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.8109941557891998,0.8004348530069929,0.7912329265078669,0.6728136038472627,0.5539971566019648
4BFI_1_and_4BFI_2,C_B,22.0,0.5,0.273,0.091,21.0,0.686,8.0,2.0,-8.97,871.52,2.17,,,0.7865371776162091,0.7837549,0.5008243011669379,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7865371776162091,0.7862374819725386,0.7834618822226376,0.7672211838652923,0.7654871437007416
4J23_1_and_4J23_2,C_B,30.0,0.4,0.267,0.067,42.0,0.375,7.0,4.0,-7.04,1204.09,-1.18,,,0.7534907244378476,0.780774,0.1937214542395016,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.7534907244378476,0.44682818439152205,0.26207318780623967,0.2124907351924929,0.20583623725477435
4ZGM_1_and_4ZGM_2,C_B,16.0,0.313,0.375,0.188,15.0,0.712,3.0,2.0,-10.65,585.53,2.35,,,0.7832618489659966,0.77993125,0.2917981161973527,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7832618489659966,0.7756517363912188,0.7649451570907848,0.7639847429694853,0.7289246928649078
4C9V_1_and_4C9V_2,C_B,21.0,0.381,0.286,0.286,20.0,0.697,16.0,13.0,0.56,1073.71,2.03,,,0.7806123854929901,0.77861625,0.4603710642881613,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7806123854929901,0.775989340824736,0.7732618762505682,0.7686754643395679,0.7644492242792696
4DBG_1_and_4DBG_2,C_B,20.0,0.3,0.35,0.3,13.0,0.573,5.0,3.0,-15.17,1214.44,1.87,,,0.7766102933982053,0.77758384,0.3693917534150033,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7766102933982053,0.7686979214156374,0.7671037746470974,0.7581921525631975,0.6660868889885079
4F7G_1_and_4F7G_2,C_B,20.0,0.3,0.35,0.25,19.0,0.523,6.0,1.0,-6.12,655.28,-0.31,,,0.7768102769504103,0.7741783,0.4295223929717129,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.7768102769504103,0.7611840723259722,0.7302369250213635,0.6942941260392224,0.682392614050721
4W5V_1_and_4W5V_2,C_B,19.0,0.316,0.368,0.105,20.0,0.617,8.0,10.0,-1.86,738.96,1.0,,,0.7888575039874789,0.77265894,0.3497407504581553,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7888575039874789,0.7808790871075052,0.7680515160313626,0.7497594987346431,0.7337295200160997
5BWA_1_and_5BWA_2,C_B,24.0,0.208,0.583,0.208,18.0,0.358,12.0,7.0,-15.53,1756.73,-0.05,,,0.7852867589645647,0.7723897,0.4295058880249746,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,0.0,0.7852867589645647,0.7831111286426627,0.7730309532817652,0.7567583822731139,0.7128191646696339
4POU_1_and_4POU_2,C_B,20.0,0.5,0.2,0.15,19.0,0.547,6.0,0.0,-4.58,562.53,0.24,,,0.7878354494579962,0.7718262,0.3275061976424852,/n/holyscratch01/ramanathan_lab/yuting/outputs/8599_tp_2to3,1.0,1.0,0.7878354494579962,0.7370055349309768,0.47773712315623984,0.22923241715170933,0.21836945162127247
